S/N,Forest Id,Tree Species,Family,Dbh(cm),Db(m),Dm(m),Dt(m),Ht(m),Density,Plot Id
1090,4,Desplatsia dewevrei,Malvaceae,10.8,0.18,0,0,,0.62,Plot4_11
1091,4,Brachystegia nigerica,Fabaceae,110,1.25,0.62,0.25,32,0.52,Plot4_11
1092,4,Sterculia rhinopetala,Malvaceae,63.2,0.83,0.36,0.15,23.8,0.64,Plot4_11
1093,4,Strombosia grandifolia,Olacaceae,10.5,0.16,0.06,0.04,4.8,0.9,Plot4_11
1094,4,Chrysophyllum perpulchrum,Sapotaceae,29.9,0.42,0.22,0.1,14.8,0.68,Plot4_11
1095,4,Chrysophyllum perpulchrum,Sapotaceae,17.3,0.25,0.14,0.04,11.5,0.68,Plot4_11
1096,4,Cola millenii,Malvaceae,11.6,0.13,0.08,0.03,6.8,0.77,Plot4_12
1097,4,Celtis zenkeri,Cannabaceae,50.4,0.5,0.21,0.09,18.2,0.65,Plot4_12
1098,4,Milicia excelsa,Moraceae,70,0.84,0.48,0.2,29,0.59,Plot4_12
1099,4,Zanthoxylum zanthoxyloides,Rutaceae,22,0.24,0.12,0.03,8,0.59,Plot4_12
1100,4,Distemonanthus benthamianus,Fabaceae,17,0.24,0.13,0.04,5,0.6,Plot4_12
1101,4,Parkia biglobosa,Fabaceae,68,0.68,0.38,0.17,26,0.53,Plot4_12
1102,4,Cleistopholis patens,Annonaceae,34,0.41,0.22,0.11,13.7,0.37,Plot4_12
1103,4,Cleistopholis patens,Annonaceae,19.8,0.29,0.14,0.07,16.56,0.37,Plot4_12
1104,4,Monodora tenuifolia,Annonaceae,40,0.48,0.27,0.15,19.03,0.49,Plot4_12
1105,4,Monodora tenuifolia,Annonaceae,40.5,0.51,0.27,0.13,18.64,0.49,Plot4_12
1106,4,Funtumia elastica,Apocynaceae,24.5,0.28,0.19,0.09,18.51,0.51,Plot4_12
1107,4,Bridelia ferruginea,Phyllanthaceae,32.5,0.4,0.2,0.11,17.47,0.47,Plot4_12
1108,4,Ricinodendron heudelotii,Euphorbiaceae,15,0.18,0.1,0.05,12.66,0.22,Plot4_12
1109,4,Ricinodendron heudelotii,Euphorbiaceae,54,0.6,0.4,0.19,23.97,0.22,Plot4_12
1110,4,Khaya grandifoliola,Meliaceae,13.5,0.17,0.1,0.05,12.57,0.62,Plot4_12
1111,4,Ficus mucuso,Moraceae,22.2,0.27,0.16,0.08,18.77,0.41,Plot4_12
1112,4,Milicia excelsa,Moraceae,10,0.11,0.06,0.03,6.5,0.59,Plot4_12
1113,4,Milicia excelsa,Moraceae,17.2,0.21,0.14,0.07,16.17,0.59,Plot4_12
1114,5,Myrianthus arboreus,Urticaceae,43,0.59,0.3,0.16,23.19,0.43,Plot5_1
1115,5,Treculia africana,Moraceae,61.8,0.82,0.44,0.21,27.7,0.45,Plot5_1
1116,5,Sterculia tragacantha,Malvaceae,32.7,0.39,0.2,0.11,15.74,0.48,Plot5_1
1117,5,Cola gigantea,Malvaceae,67,0.68,0.43,0.2,15.13,0.54,Plot5_1
1118,5,Mansonia altissima,Malvaceae,38,0.41,0.25,0.13,12.14,0.58,Plot5_1
1119,5,Mansonia altissima,Malvaceae,18.8,0.22,0.13,0.06,9.67,0.58,Plot5_1
1120,5,Triplochiton scleroxylon,Malvaceae,73.4,0.92,0.5,0.21,25.1,0.34,Plot5_1
1121,5,Triplochiton scleroxylon,Malvaceae,24,0.27,0.18,0.09,17.86,0.34,Plot5_1
1122,5,Celtis zenkeri,Cannabaceae,51.8,0.58,0.37,0.2,23.71,0.65,Plot5_1
1123,5,Celtis zenkeri,Cannabaceae,37.7,0.39,0.22,0.12,24.23,0.65,Plot5_1
1124,5,Celtis zenkeri,Cannabaceae,47.7,0.66,0.34,0.16,23.45,0.65,Plot5_1
1125,5,Cordia millenii,Boraginaceae,35.5,0.41,0.23,0.1,11.15,0.52,Plot5_1
1126,5,Bridelia pustulata,Phyllanthaceae,18,0.23,0.14,0.07,17.89,0.48,Plot5_1
1127,5,Drypetes paxii ,Putranjivaceae,18.5,0.24,0.12,0.06,13.96,0.66,Plot5_1
1128,5,Ricinodendron heudelotii,Euphorbiaceae,48.1,0.55,0.34,0.16,18.51,0.22,Plot5_1
1129,5,Ricinodendron heudelotii,Euphorbiaceae,50,0.57,0.36,0.2,19.94,0.22,Plot5_1
1130,5,Khaya grandifoliola,Meliaceae,70.1,0.85,0.47,0.23,21.2,0.62,Plot5_1
1131,5,Cola nitida,Malvaceae,15.5,0.16,0.11,0.07,12.66,0.66,Plot5_1
1132,5,Cola nitida,Malvaceae,56.5,0.85,0.4,0.18,24.06,0.66,Plot5_1
1133,5,Cola gigantea,Malvaceae,58,0.68,0.42,0.19,26.27,0.54,Plot5_1
1134,5,Cola gigantea,Malvaceae,84.2,0.98,0.62,0.27,28.26,0.54,Plot5_2
1135,5,Hildegardia barteri,Malvaceae,98,1.08,0.69,0.3,28.87,0.33,Plot5_2
1136,5,Hildegardia barteri,Malvaceae,27,0.31,0.17,0.09,19.55,0.33,Plot5_2
1137,5,Hildegardia barteri,Malvaceae,27,0.39,0.17,0.09,19.77,0.33,Plot5_2
1138,5,Hildegardia barteri,Malvaceae,14,0.22,0.1,0.05,13.96,0.33,Plot5_2
1139,5,Mansonia altissima,Malvaceae,72,0.85,0.52,0.25,26.57,0.58,Plot5_2
1140,5,Khaya grandifoliola,Meliaceae,35.9,0.44,0.21,0.12,18.64,0.62,Plot5_2
1141,5,Hildegardia barteri,Malvaceae,35,0.39,0.23,0.13,13.78,0.33,Plot5_2
1142,5,Hildegardia barteri,Malvaceae,54.7,0.77,0.4,0.19,23.91,0.33,Plot5_2
1143,5,Hildegardia barteri,Malvaceae,59.2,0.83,0.46,0.21,24.43,0.33,Plot5_2
1144,5,Hildegardia barteri,Malvaceae,75,0.85,0.51,0.24,22.89,0.33,Plot5_2
1145,5,Hildegardia barteri,Malvaceae,82,0.95,0.56,0.24,24.06,0.33,Plot5_2
1146,5,Celtis zenkeri,Cannabaceae,25.4,0.31,0.16,0.1,18.94,0.65,Plot5_2
1147,5,Xylopia aethiopica,Annonaceae,22.4,0.32,0.17,0.1,20.46,0.44,Plot5_2
1148,5,Funtumia elastica,Apocynaceae,82.5,0.97,0.6,0.3,29.04,0.51,Plot5_2
1149,5,Diospyros monbuttensis,Ebenaceae,13,0.14,0.07,0.04,11.36,0.9,Plot5_2
1150,5,Bridelia pustulata,Phyllanthaceae,17.5,0.24,0.12,0.07,13.27,0.48,Plot5_2
1151,5,Bridelia pustulata,Phyllanthaceae,21.6,0.32,0.18,0.1,17.17,0.48,Plot5_2
1152,5,Ricinodendron heudelotii,Euphorbiaceae,17,0.2,0.12,0.07,18.29,0.22,Plot5_2
1153,5,Bosqueia angolensis,Moraceae,15.5,0.19,0.11,0.05,15.43,0.64,Plot5_2
1154,5,Bosqueia angolensis,Moraceae,21,0.25,0.14,0.07,16.56,0.64,Plot5_3
1155,5,Sterculia tragacantha,Malvaceae,23.4,0.24,0.17,0.08,15.39,0.48,Plot5_3
1156,5,Hildegardia barteri,Malvaceae,30,0.37,0.21,0.11,16.13,0.33,Plot5_3
1157,5,Hildegardia barteri,Malvaceae,14,0.15,0.11,0.05,12.87,0.33,Plot5_3
1158,5,Hildegardia barteri,Malvaceae,17.7,0.21,0.12,0.06,15.04,0.33,Plot5_3
1159,5,Mansonia altissima,Malvaceae,26.5,0.29,0.16,0.09,18.73,0.58,Plot5_3
1160,5,Mansonia altissima,Malvaceae,16.5,0.19,0.12,0.06,15.13,0.58,Plot5_3
1161,5,Mansonia altissima,Malvaceae,41,0.47,0.29,0.14,21.76,0.58,Plot5_3
1162,5,Nesogordonia papaverifera,Malvaceae,92,1.14,0.63,0.33,28.83,0.65,Plot5_3
1163,5,Nesogordonia papaverifera,Malvaceae,25.5,0.29,0.16,0.1,15.87,0.65,Plot5_3
1164,5,Desplatsia lutea,Malvaceae,12,0.13,0.09,0.05,13.74,0.62,Plot5_3
1165,5,Bosqueia angolensis,Moraceae,15.5,0.19,0.11,0.05,10.1,0.64,Plot5_3
1166,5,Bosqueia angolensis,Moraceae,21,0.25,0.14,0.07,12.36,0.64,Plot5_3
1167,5,Bridelia ferruginea,Phyllanthaceae,32.5,0.4,0.2,0.11,11.29,0.47,Plot5_3
1168,5,Bridelia micrantha,Phyllanthaceae,17.5,0.24,0.12,0.07,10.12,0.47,Plot5_3
1169,5,Bridelia micrantha,Phyllanthaceae,21.6,0.32,0.18,0.1,9.8,0.47,Plot5_3
1170,5,Bridelia pustulata,Phyllanthaceae,18,0.23,0.14,0.07,7,0.48,Plot5_3
1171,5,Celtis zenkeri,Cannabaceae,51.8,0.58,0.37,0.2,15.43,0.65,Plot5_3
1172,5,Celtis zenkeri,Cannabaceae,37.7,0.39,0.22,0.12,16.56,0.65,Plot5_3
1173,5,Celtis zenkeri,Cannabaceae,47.7,0.66,0.34,0.16,17.47,0.65,Plot5_3
1174,5,Celtis zenkeri,Cannabaceae,25.4,0.31,0.16,0.1,13.27,0.65,Plot5_4
1175,5,Cleistopholis patens,Annonaceae,34,0.41,0.22,0.11,17.17,0.37,Plot5_4
1176,5,Cleistopholis patens,Annonaceae,19.8,0.29,0.14,0.07,17.89,0.37,Plot5_4
1177,5,Cola nitida,Malvaceae,15.5,0.16,0.11,0.07,23.71,0.66,Plot5_4
1178,5,Cola nitida,Malvaceae,56.5,0.85,0.4,0.18,24.23,0.66,Plot5_4
1179,5,Cola gigantea,Malvaceae,67,0.68,0.43,0.2,23.45,0.54,Plot5_4
1180,5,Cola gigantea,Malvaceae,58,0.68,0.42,0.19,18.94,0.54,Plot5_4
1181,5,Cola gigantea,Malvaceae,84.2,0.98,0.62,0.27,13.7,0.54,Plot5_4
1182,5,Cordia millenii,Boraginaceae,35.5,0.41,0.23,0.1,16.56,0.52,Plot5_4
1183,5,Desplatsia lutea,Malvaceae,12,0.13,0.09,0.05,12.66,0.62,Plot5_4
1184,5,Diospyros monbuttensis,Ebenaceae,13,0.14,0.07,0.04,24.06,0.9,Plot5_4
1185,5,Drypetes paxii ,Putranjivaceae,18.5,0.24,0.12,0.06,15.13,0.66,Plot5_4
1186,5,Ficus mucuso,Moraceae,22.2,0.27,0.16,0.08,26.27,0.41,Plot5_4
1187,5,Funtumia elastica,Apocynaceae,24.5,0.28,0.19,0.09,28.26,0.51,Plot5_4
1188,5,Funtumia elastica,Apocynaceae,82.5,0.97,0.6,0.3,11.15,0.51,Plot5_4
1189,5,Hildegardia barteri,Malvaceae,98,1.08,0.69,0.3,13.74,0.33,Plot5_4
1190,5,Hildegardia barteri,Malvaceae,27,0.31,0.17,0.09,11.36,0.33,Plot5_4
1191,5,Hildegardia barteri,Malvaceae,27,0.39,0.17,0.09,13.96,0.33,Plot5_4
1192,5,Hildegardia barteri,Malvaceae,14,0.22,0.1,0.05,18.77,0.33,Plot5_4
1193,5,Hildegardia barteri,Malvaceae,35,0.39,0.23,0.13,18.51,0.33,Plot5_4
1194,5,Hildegardia barteri,Malvaceae,54.7,0.77,0.4,0.19,29.04,0.33,Plot5_4
1195,5,Hildegardia barteri,Malvaceae,59.2,0.83,0.46,0.21,28.87,0.33,Plot5_5
1196,5,Hildegardia barteri,Malvaceae,75,0.85,0.51,0.24,19.55,0.33,Plot5_5
1197,5,Hildegardia barteri,Malvaceae,82,0.95,0.56,0.24,19.77,0.33,Plot5_5
1198,5,Hildegardia barteri,Malvaceae,30,0.37,0.21,0.11,13.96,0.33,Plot5_5
1199,5,Hildegardia barteri,Malvaceae,14,0.15,0.11,0.05,13.78,0.33,Plot5_5
1200,5,Hildegardia barteri,Malvaceae,17.7,0.21,0.12,0.06,23.91,0.33,Plot5_5
1201,5,Khaya grandifoliola,Meliaceae,13.5,0.17,0.1,0.05,24.43,0.62,Plot5_5
1202,5,Khaya grandifoliola,Meliaceae,70.1,0.85,0.47,0.23,22.89,0.62,Plot5_5
1203,5,Khaya grandifoliola,Meliaceae,35.9,0.44,0.21,0.12,24.06,0.62,Plot5_5
1204,5,Mansonia altissima,Malvaceae,38,0.41,0.25,0.13,16.13,0.58,Plot5_5
1205,5,Mansonia altissima,Malvaceae,18.8,0.22,0.13,0.06,12.87,0.58,Plot5_5
1206,5,Mansonia altissima,Malvaceae,26.5,0.29,0.16,0.09,15.04,0.58,Plot5_5
1207,5,Mansonia altissima,Malvaceae,16.5,0.19,0.12,0.06,12.57,0.58,Plot5_5
1208,5,Mansonia altissima,Malvaceae,41,0.47,0.29,0.14,21.2,0.58,Plot5_5
1209,5,Mansonia altissima,Malvaceae,72,0.85,0.52,0.25,18.64,0.58,Plot5_5
1210,5,Milicia excelsa,Moraceae,10,0.11,0.06,0.03,12.14,0.59,Plot5_5
1211,5,Milicia excelsa,Moraceae,17.2,0.21,0.14,0.07,9.67,0.59,Plot5_5
1212,5,Monodora tenuifolia,Annonaceae,40,0.48,0.27,0.15,18.73,0.49,Plot5_5
1213,5,Monodora tenuifolia,Annonaceae,40.5,0.51,0.27,0.13,15.13,0.49,Plot5_5
1214,5,Myrianthus arboreus,Urticaceae,43,0.59,0.3,0.16,21.76,0.43,Plot5_5
1215,5,Nesogordonia papaverifera,Malvaceae,92,1.14,0.63,0.33,26.57,0.65,Plot5_5
1216,5,Nesogordonia papaverifera,Malvaceae,25.5,0.29,0.16,0.1,6.5,0.65,Plot5_5
1217,5,Ricinodendron heudelotii,Euphorbiaceae,15,0.18,0.1,0.05,16.17,0.22,Plot5_5
1218,5,Ricinodendron heudelotii,Euphorbiaceae,54,0.6,0.4,0.19,19.03,0.22,Plot5_5
1219,5,Ricinodendron heudelotii,Euphorbiaceae,48.1,0.55,0.34,0.16,18.64,0.22,Plot5_6
1220,5,Ricinodendron heudelotii,Euphorbiaceae,50,0.57,0.36,0.2,23.19,0.22,Plot5_6
1221,5,Ricinodendron heudelotii,Euphorbiaceae,17,0.2,0.12,0.07,28.83,0.22,Plot5_6
1222,5,Treculia africana,Moraceae,61.8,0.82,0.44,0.21,15.87,0.45,Plot5_6
1223,5,Sterculia tragacantha,Malvaceae,32.7,0.39,0.2,0.11,12.66,0.48,Plot5_6
1224,5,Sterculia tragacantha,Malvaceae,23.4,0.24,0.17,0.08,23.97,0.48,Plot5_6
1225,5,Triplochiton scleroxylon,Malvaceae,73.4,0.92,0.5,0.21,18.51,0.34,Plot5_6
1226,5,Triplochiton scleroxylon,Malvaceae,24,0.27,0.18,0.09,19.94,0.34,Plot5_6
1227,5,Xylopia aethiopica,Annonaceae,22.4,0.32,0.17,0.1,18.29,0.44,Plot5_6
1228,5,Lophira alata,Ochnaceae,19.5,0.22,0.14,0.05,6.5,0.88,Plot5_6
1229,5,Daniellia ogea,Fabaceae,33.8,0.39,0.24,0.02,14.5,0.31,Plot5_6
1230,5,Daniellia oliveri,Fabaceae,36.8,0.42,0.28,0.05,18.5,0.31,Plot5_6
1231,5,Lophira alata,Ochnaceae,26.8,0.27,0.14,0.03,16.5,0.88,Plot5_6
1232,5,Daniellia ogea,Fabaceae,63.8,0.71,0.35,0.05,14,0.31,Plot5_6
1233,5,Spathodea campanulata,Bignoniaceae,65,0.67,0.16,0.02,19.8,0.23,Plot5_6
1234,6,Vitex doniana,Limiaceae,38.5,0.39,0.12,0.02,11.5,0.4,Plot6_1
1235,6,Parkia biglobosa,Fabaceae,43.5,0.49,0.14,0.02,14.2,0.53,Plot6_1
1236,6,Lophira alata,Ochnaceae,44.9,0.39,0.14,0.03,12.8,0.88,Plot6_1
1237,6,Terminalia ivorensis,Combretaceae,25.3,0.22,0.1,0.03,14.2,0.48,Plot6_1
1238,6,Terminalia ivorensis,Combretaceae,34.5,0.35,0.12,0.02,13,0.48,Plot6_1
1239,6,Daniellia ogea,Fabaceae,28.5,0.52,0.14,0.02,14,0.31,Plot6_1
1240,6,Daniellia ogea,Fabaceae,35.5,0.52,0.14,0.02,14,0.31,Plot6_1
1241,6,Antiaris africana,Moraceae,17.8,0.2,0.08,0.01,7,0.37,Plot6_1
1242,6,Lophira alata,Ochnaceae,18.2,0.2,0.08,0.01,7,0.88,Plot6_1
1243,6,Spathodea campanulata,Bignoniaceae,37.8,0.46,0.24,0.04,14,0.23,Plot6_1
1244,6,Terminalia ivorensis,Combretaceae,25.2,0.27,0.11,0.03,11.8,0.48,Plot6_1
1245,6,Ficus mucuso,Moraceae,27.3,0.32,0.14,0.03,9.5,0.41,Plot6_1
1246,6,Daniellia oliveri,Fabaceae,19.8,0.23,0.13,0.03,11.5,0.31,Plot6_1
1247,6,Daniellia ogea,Fabaceae,31.2,0.42,0.15,0.01,14,0.31,Plot6_1
1248,6,Daniellia ogea,Fabaceae,29.2,0.42,0.16,0.03,14.8,0.31,Plot6_1
1249,6,Parkia biglobosa,Fabaceae,38.5,0.45,0.28,0.06,14.8,0.53,Plot6_1
1250,6,Daniellia oliveri,Fabaceae,47,0.35,0.11,0.02,12.5,0.31,Plot6_1
1251,6,Daniellia oliveri,Fabaceae,36.4,0.42,0.18,0.05,15,0.31,Plot6_1
1252,6,Daniellia oliveri,Fabaceae,30.2,0.34,0.17,0.05,11.8,0.31,Plot6_1
1253,6,Daniellia oliveri,Fabaceae,22.1,0.27,0.1,0.02,11.5,0.31,Plot6_1
1254,6,Daniellia ogea,Fabaceae,44.3,0.59,0.25,0.14,10.5,0.31,Plot6_1
1255,6,Daniellia ogea,Fabaceae,35,0.59,0.24,0.1,10.5,0.31,Plot6_1
1256,6,Daniellia oliveri,Fabaceae,19.3,0.23,0.12,0.01,9.5,0.31,Plot6_1
1257,6,Terminalia ivorensis,Combretaceae,26.8,0.3,0.17,0.04,13.5,0.48,Plot6_1
1258,6,Daniellia oliveri,Fabaceae,28.2,0.35,0.18,0.03,13,0.31,Plot6_2
1259,6,Lophira alata,Ochnaceae,28.9,0.35,0.16,0.03,13.5,0.88,Plot6_2
1260,6,Daniellia oliveri,Fabaceae,31,0.38,0.16,0.02,14,0.31,Plot6_2
1261,6,Ficus mucuso,Moraceae,12.8,0.18,0.1,0.01,16.8,0.41,Plot6_2
1262,6,Daniellia oliveri,Fabaceae,25.4,0.29,0.13,0.03,11.5,0.31,Plot6_2
1263,6,Spathodea campanulata,Bignoniaceae,40.4,0.44,0.38,0.05,16,0.23,Plot6_2
1264,6,Vitex doniana,Limiaceae,16.8,0.2,0.1,0.02,11.5,0.4,Plot6_2
1265,6,Vitex doniana,Limiaceae,21.4,0.38,0.12,0.02,9.5,0.4,Plot6_2
1266,6,Vitex doniana,Limiaceae,18.2,0.38,0.13,0.03,10,0.4,Plot6_2
1267,6,Daniellia oliveri,Fabaceae,30,0.35,0.22,0.04,11,0.31,Plot6_2
1268,6,Vitex doniana,Limiaceae,32.2,0.39,0.18,0.04,13.5,0.4,Plot6_2
1269,6,Lophira alata,Ochnaceae,22.1,0.25,0.08,0.02,8.5,0.88,Plot6_2
1270,6,Lophira alata,Ochnaceae,40.9,0.45,0.27,0.08,15.8,0.88,Plot6_2
1271,6,Daniellia oliveri,Fabaceae,32.5,0.38,0.18,0.03,13.5,0.31,Plot6_2
1272,6,Daniellia ogea,Fabaceae,35.5,0.43,0.16,0.04,11.5,0.31,Plot6_2
1273,6,Vitex doniana,Limiaceae,22.4,0.29,0.12,0.02,11,0.4,Plot6_2
1274,6,Brachystegia eurycoma,Fabaceae,17.8,0.2,0.11,0.02,6.8,0.52,Plot6_2
1275,6,Daniellia oliveri,Fabaceae,32.5,0.38,0.26,0.05,13,0.31,Plot6_2
1276,6,Terminalia ivorensis,Combretaceae,27,0.32,0.11,0.03,12.5,0.48,Plot6_2
1277,6,Daniellia oliveri,Fabaceae,34,0.42,0.21,0.4,14.8,0.31,Plot6_2
1278,6,Brachystegia eurycoma ,Fabaceae,31,0.4,0.16,0.02,8.1,0.52,Plot6_2
1279,6,Daniellia oliveri,Fabaceae,22.5,0.28,0.11,0.02,8.6,0.31,Plot6_2
1280,6,Daniellia ogea,Fabaceae,30,0.38,0.14,0.02,8.5,0.31,Plot6_2
1281,6,Daniellia oliveri,Fabaceae,20.6,0.22,0.09,0.01,6.2,0.31,Plot6_3
1282,6,Lophira alata,Ochnaceae,23.2,0.24,0.14,0.02,11,0.88,Plot6_3
1283,6,Daniellia oliveri,Fabaceae,14.2,0.19,0.1,0.02,7,0.31,Plot6_3
1284,6,Brachystegia eurycoma ,Fabaceae,20.8,0.25,0.14,0.03,8,0.52,Plot6_3
1285,6,Brachystegia eurycoma ,Fabaceae,19,0.27,0.1,0.02,6.8,0.52,Plot6_3
1286,6,Lophira alata,Ochnaceae,15.5,0.17,0.09,0.02,6.5,0.88,Plot6_3
1287,6,Entandrophgrama cylindricum,Meliaceae,14.3,0.2,0.1,0.01,7.5,0.58,Plot6_3
1288,6,Daniellia oliveri,Fabaceae,22.3,0.27,0.13,0.03,8,0.31,Plot6_3
1289,6,Brachystegia eurycoma ,Fabaceae,21.3,0.25,0.14,0.02,9.5,0.52,Plot6_3
1290,6,Daniellia oliveri,Fabaceae,24,0.3,0.12,0.02,8.5,0.31,Plot6_3
1291,6,Terminalia ivorensis,Combretaceae,23,0.26,0.11,0.02,11.5,0.48,Plot6_3
1292,6,Brachystegia eurycoma ,Fabaceae,29.8,0.37,0.14,0.03,11,0.52,Plot6_3
1293,6,Daniellia ogea,Fabaceae,16.5,0.24,0.08,0.02,9.5,0.31,Plot6_3
1294,6,Daniellia oliveri,Fabaceae,21.5,0.25,0.12,0.02,14,0.31,Plot6_3
1295,6,Daniellia oliveri,Fabaceae,17,0.2,0.08,0.01,10.5,0.31,Plot6_3
1296,6,Daniellia oliveri,Fabaceae,26.8,0.42,0.25,0.04,12.5,0.31,Plot6_3
1297,6,Spathodea campanulata,Bignoniaceae,40.5,0.4,0.26,0.05,15.8,0.23,Plot6_3
1298,6,Vitex doniana,Limiaceae,23.2,0.25,0.09,0.02,7.5,0.4,Plot6_3
1299,6,Terminalia ivorensis,Combretaceae,22.5,0.28,0.11,0.02,9.5,0.48,Plot6_3
1300,6,Daniellia oliveri,Fabaceae,30.5,0.35,0.2,0.04,12.5,0.31,Plot6_3
1301,6,Lophira alata,Ochnaceae,20.9,0.21,0.13,0.03,7.5,0.88,Plot6_3
1302,6,Brachystegia eurycoma ,Fabaceae,19.6,0.23,0.12,0.02,10.5,0.52,Plot6_3
1303,6,Vitex doniana,Limiaceae,19.6,0.23,0.12,0.03,11.5,0.4,Plot6_3
1304,6,Vitex doniana,Limiaceae,25.8,0.31,0.14,0.03,14,0.4,Plot6_3
1305,6,Vitex doniana,Limiaceae,22,0.24,0.14,0.03,11.5,0.4,Plot6_3
1306,6,Desplatsia dewevrei,Malvaceae,35.8,0.38,0.2,0.04,13.5,0.62,Plot6_3
1307,6,Desplatsia dewevrei,Malvaceae,26,0.32,0.18,0.05,13.8,0.62,Plot6_3
1308,6,Daniellia oliveri,Fabaceae,15.5,0.19,0.11,0.02,7,0.31,Plot6_3
1309,6,Lophira alata,Ochnaceae,18.9,0.19,0.12,0.03,6.8,0.88,Plot6_3
1310,6,Desplatsia dewevrei,Malvaceae,22.8,0.27,0.14,0.02,12.5,0.62,Plot6_3
1311,6,Ficus mucuso,Moraceae,20.6,0.29,0.14,0.03,13,0.41,Plot6_3
1312,6,Desplatsia dewevrei,Malvaceae,22.3,0.23,0.14,0.03,11.5,0.62,Plot6_3
1313,6,Daniellia oliveri,Fabaceae,40.3,0.45,0.28,0.05,15.5,0.31,Plot6_3
1314,6,Phyllanthus discoides,Euphorbiaceae,17.5,0.37,0.14,0.03,13.5,0.75,Plot6_4
1315,6,Phyllanthus discoides,Euphorbiaceae,16.5,0.37,0.11,0.02,13.5,0.75,Plot6_4
1316,6,Phyllanthus discoides,Euphorbiaceae,13.5,0.37,0.11,0.02,13.5,0.75,Plot6_4
1317,6,Lophira alata,Ochnaceae,24.9,0.28,0.13,0.06,6.5,0.88,Plot6_4
1318,6,Lophira alata,Ochnaceae,15.5,0.17,0.09,0.03,8.5,0.88,Plot6_4
1319,6,Daniellia oliveri,Fabaceae,39.9,0.45,0.26,0.07,14.8,0.31,Plot6_4
1320,6,Daniellia oliveri,Fabaceae,40,0.46,0.26,0.06,13.8,0.31,Plot6_4
1321,6,Lophira alata,Ochnaceae,23.2,0.24,0.13,0.03,12.5,0.88,Plot6_4
1322,6,Daniellia oliveri,Fabaceae,20,0.24,0.14,0.03,8,0.31,Plot6_4
1323,6,Desplatsia dewevrei,Malvaceae,14.9,0.17,0.1,0.02,8,0.62,Plot6_4
1324,6,Ficus mucuso,Moraceae,18.2,0.22,0.11,0.02,7.8,0.41,Plot6_4
1325,6,Ficus mucuso,Moraceae,14.8,0.17,0.08,0.02,6.9,0.41,Plot6_4
1326,6,Daniellia oliveri,Fabaceae,20.5,0.23,0.13,0.02,6.8,0.31,Plot6_4
1327,6,Cordia millenii,Boraginaceae,29.5,0.34,0.14,0.03,10.1,0.52,Plot6_4
1328,6,Pouteria alnifolia,Fabaceae,36.9,0.49,0.18,0.04,14.8,0.55,Plot6_4
1329,6,Triplochiton scleroxylon,Malvaceae,16.2,0.21,0.11,0.02,10.1,0.34,Plot6_4
1330,6,Sterculia rhinopetala,Malvaceae,31,0.46,0.12,0.03,10.3,0.64,Plot6_4
1331,6,Bombax buonopozense,Malvaceae,52,0.85,0.24,0.04,9.9,0.32,Plot6_4
1332,6,Canarium schweinfurthi,Burseraceae,40.5,0.58,0.19,0.03,11.6,0.33,Plot6_4
1333,6,Celtis zenkeri,Cannabaceae,45,0.59,0.14,0.02,9.8,0.65,Plot6_4
1334,6,Lecaniodiscus cupanioides,Sapindaceae,30,0.43,0.15,0.03,18.8,0.43,Plot6_4
1335,6,Brachystegia nigerica,Fabaceae,32,0.39,0.11,0.02,8.5,0.52,Plot6_4
1336,6,Cola gigantea,Malvaceae,51.8,0.54,0.25,0.03,14.5,0.54,Plot6_4
1337,6,Ceiba pentandra,Malvaceae,27.2,0.29,0.09,0.05,18.5,0.3,Plot6_4
1338,6,Ceiba pentandra,Malvaceae,24.5,0.27,0.1,0.04,24.8,0.3,Plot6_5
1339,6,Ceiba pentandra,Malvaceae,14,0.18,0.08,0.02,21,0.3,Plot6_5
1340,6,Blighia sapida,Sapindaceae,11,0.14,0.12,0.02,14.5,0.81,Plot6_5
1341,6,Bridelia micrantha,Phyllanthaceae,50,0.53,0.22,0.01,9.5,0.47,Plot6_5
1342,6,Terminalia superba,Combretaceae,64,0.59,0.16,0.04,15.5,0.45,Plot6_5
1343,6,Lecaniodiscus cupanioides,Sapindaceae,35,0.38,0.11,0.01,6,0.43,Plot6_5
1344,6,Cola millenii,Malvaceae,20,0.25,0.08,0.02,24.8,0.77,Plot6_5
1345,6,Bombax buonopozense,Malvaceae,37.2,0.34,0.14,0.02,18.8,0.32,Plot6_5
1346,6,Sterculia tragacantha,Malvaceae,34.5,0.46,0.14,0.03,11.5,0.48,Plot6_5
1347,6,Cola gigantea,Malvaceae,49.3,0.55,0.25,0.36,216.5,0.54,Plot6_5
1348,6,Distemonanthus benthamianus,Fabaceae,41,0.45,0.16,,,0.6,Plot6_5
1349,6,Cola millenii,Malvaceae,17.5,0.16,0.08,,,0.77,Plot6_5
1350,6,Ficus exasperata,Moraceae,39.5,0.42,0.08,0.01,7,0.34,Plot6_5
1351,6,Cola millenii,Malvaceae,28,0.34,0.08,0.03,11,0.77,Plot6_5
1352,6,Brachystegia eurycoma ,Fabaceae,58,1.05,0.48,0.03,11.8,0.52,Plot6_5
1353,6,Cola gigantea,Malvaceae,58,0.58,0.19,0.05,26,0.54,Plot6_5
1354,6,Bombax buonopozense,Malvaceae,35.6,0.4,0.16,0.03,15,0.32,Plot6_5
1355,6,Spathodea campanulata,Bignoniaceae,11,0.13,0.09,0.02,7,0.23,Plot6_5
